GeneID	nReads	ftype
CHD4	3727	inex
CHD6	4063	inex
CHD7	1311	inex
CHD8	549	inex
CHD9	2314	inex
CHEK1	84	inex
CHEK2	201	inex
CHFR	322	inex
CHGA	1532	inex
CHGB	6693	inex
CHIC2	298	inex
CHID1	1030	inex
CHKA	11667	inex
CHKB	155	inex
CHL1	4391	inex
CHM	1886	inex
CHMP1A	841	inex
CHMP1B	1812	inex
CHMP2A	1726	inex
CHMP2B	875	inex
CHMP4A	41	inex
CHMP4B	1179	inex
CHMP4C	272	inex
CHMP5	3013	inex
CHMP6	568	inex
CHMP7	440	inex
CHN1	1276	inex
CHN2	3727	inex
CHODL	4784	inex
CHORDC1	575	inex
CHP1	2551	inex
CHP2	9	inex
CHPF	387	inex
CHRAC1	1552	inex
CHRD	68	inex
CHRDL1	190	inex
CHRFAM7A	302	inex
CHRM2	2566	inex
CHRM3	2066	inex
CHRM4	160	inex
CHRM5	71	inex
CHRNA1	42	inex
CHRNA2	2223	inex
CHRNA3	400	inex
CHRNA4	705	inex
CHRNA5	351	inex
CHRNA6	84	inex
CHRNA9	3	inex
CHRNB1	19	inex
CHRNB2	1163	inex
CHRNB3	61	inex
CHRNB4	288	inex
CHRND	30	inex
CHRNE	3	inex
CHRNG	29	inex
CHST1	547	inex
CHST10	625	inex
CHST11	2406	inex
CHST12	84	inex
CHST14	1197	inex
CHST15	498	inex
CHST2	22	inex
CHST3	62	inex
CHST4	377	inex
CHST7	1863	inex
CHST8	327	inex
CHST9	162	inex
CHSY1	264	inex
CHSY3	1329	inex
CHTF18	824	inex
CHTF8	31	inex
CHUK	898	inex
CHURC1	203	inex
CIAO1	251	inex
CIAO2A	418	inex
CIAO2B	1037	inex
CIAO3	210	inex
CIAPIN1	513	inex
CIART	2	inex
CIB1	1050	inex
CIB3	19	inex
CIB4	76	inex
CIBAR1	909	inex
CIBAR2	8	inex
CIC	232	inex
CIDEA	216	inex
CIDEB	1	inex
CIITA	73	inex
CILK1	136	inex
CILP2	25	inex
CIP2A	227	inex
CIPC	45	inex
CIR1	848	inex
CISD1	2594	inex
CISD3	299	inex
CISH	249	inex
CIT	1117	inex
CITED2	312	inex
CIZ1	48	inex
CKAP2	5	inex
CKAP4	389	inex
CKAP5	3492	inex
CKB	20823	inex
CKM	23	inex
CKMT1A	5109	inex
CKMT2	68	inex
CKS1B	170	inex
CKS2	55	inex
CLASP1	5503	inex
CLASP2	10039	inex
CLBA1	867	inex
CLCC1	641	inex
CLCF1	26	inex
CLCN1	459	inex
CLCN2	224	inex
CLCN3	4432	inex
CLCN4	3192	inex
CLCN5	42	inex
CLCN6	549	inex
CLCN7	153	inex
CLCNKA	71	inex
CLDN1	51	inex
CLDN10	134	inex
CLDN11	1394	inex
CLDN12	652	inex
CLDN15	56	inex
CLDN16	11	inex
CLDN18	18	inex
CLDN19	2	inex
CLDN2	84	inex
CLDN20	291	inex
CLDN25	18	inex
CLDN3	3	inex
CLDN4	21	inex
CLDN5	137	inex
CLDN7	15	inex
CLDND1	698	inex
CLEC11A	338	inex
CLEC14A	32	inex
CLEC16A	617	inex
CLEC19A	42	inex
CLEC3B	696	inex
CLGN	1099	inex
CLHC1	1522	inex
CLIC1	194	inex
CLIC2	1	inex
CLIC3	33	inex
CLIC4	588	inex
CLIC5	437	inex
CLIC6	70	inex
CLINT1	1140	inex
CLIP1	1425	inex
CLIP3	708	inex
CLIP4	842	inex
CLK1	1887	inex
CLK2	86	inex
CLK3	281	inex
CLMN	443	inex
CLN3	674	inex
CLN5	66	inex
CLN6	51	inex
CLN8	758	inex
CLNS1A	218	inex
CLOCK	915	inex
CLP1	583	inex
CLPB	197	inex
CLPS	39	inex
CLPTM1	331	inex
CLPTM1L	2642	inex
CLPX	781	inex
CLRN1	1	inex
CLRN2	47	inex
CLSPN	176	inex
CLSTN1	5595	inex
CLSTN3	4306	inex
CLTA	4163	inex
CLTB	3045	inex
CLTC	3906	inex
CLTCL1	5528	inex
CLTRN	30	inex
CLU	5871	inex
CLUAP1	136	inex
CLUH	922	inex
CLVS1	426	inex
CLVS2	1884	inex
CLYBL	491	inex
CMAS	248	inex
CMBL	85	inex
CMC1	2720	inex
CMC2	1718	inex
CMC4	927	inex
CMPK1	1660	inex
CMPK2	228	inex
CMSS1	552	inex
CMTM3	50	inex
CMTM4	757	inex
CMTM5	289	inex
CMTM6	125	inex
CMTM7	103	inex
CMTM8	58	inex
CMTR1	871	inex
CMTR2	32	inex
CNBD1	88	inex
CNDP1	72	inex
CNDP2	922	inex
CNEP1R1	378	inex
CNFN	1	inex
CNGA1	132	inex
CNGA2	237	inex
CNGA3	99	inex
CNGB1	241	inex
CNGB3	169	inex
CNIH1	2021	inex
CNIH2	167	inex
CNIH3	314	inex
CNIH4	1227	inex
CNKSR1	30	inex
CNKSR2	3055	inex
CNKSR3	155	inex
CNN1	209	inex
CNN2	227	inex
CNN3	1849	inex
CNNM1	1457	inex
CNNM2	3493	inex
CNNM3	115	inex
CNNM4	198	inex
CNOT1	1050	inex
CNOT10	984	inex
CNOT11	656	inex
CNOT2	1663	inex
CNOT3	435	inex
CNOT4	1425	inex
CNOT6	794	inex
CNOT6L	477	inex
CNOT7	306	inex
CNOT8	865	inex
CNPPD1	249	inex
CNPY1	3	inex
CNPY2	61	inex
CNPY3	509	inex
CNR1	1099	inex
CNRIP1	1029	inex
CNST	1288	inex
CNTD1	333	inex
CNTF	280	inex
CNTFR	946	inex
CNTLN	250	inex
CNTN1	21981	inex
CNTN3	2841	inex
CNTN4	976	inex
CNTN5	996	inex
CNTNAP1	8027	inex
CNTNAP4	828	inex
CNTNAP5	12432	inex
CNTRL	407	inex
CNTROB	203	inex
COASY	248	inex
COBLL1	482	inex
COCH	116	inex
COG1	160	inex
COG2	600	inex
COG3	378	inex
COG4	221	inex
COG5	358	inex
COG6	576	inex
COG7	218	inex
COG8	396	inex
COIL	424	inex
COL10A1	11	inex
COL11A1	214	inex
COL11A2	57	inex
COL12A1	3931	inex
COL14A1	239	inex
COL16A1	638	inex
COL17A1	327	inex
COL18A1	348	inex
COL19A1	988	inex
COL1A1	466	inex
COL1A2	266	inex
COL20A1	91	inex
COL21A1	65	inex
COL22A1	235	inex
COL23A1	754	inex
COL24A1	141	inex
COL26A1	255	inex
COL27A1	611	inex
COL28A1	171	inex
COL2A1	44	inex
COL3A1	169	inex
COL4A1	348	inex
COL4A2	569	inex
COL4A3	32	inex
COL4A4	62	inex
COL4A5	234	inex
COL4A6	639	inex
COL5A1	148	inex
COL5A2	251	inex
COL6A1	97	inex
COL6A2	78	inex
COL6A3	911	inex
COL7A1	38	inex
COL8A1	54	inex
COL8A2	355	inex
COL9A1	72	inex
COL9A2	234	inex
COL9A3	238	inex
COLCA2	4	inex
COLEC10	29	inex
COLEC11	45	inex
COLEC12	391	inex
COLGALT1	101	inex
COLGALT2	498	inex
COLQ	203	inex
COMMD1	721	inex
COMMD10	814	inex
COMMD2	1129	inex
COMMD3	802	inex
COMMD4	269	inex
COMMD5	632	inex
COMMD6	1394	inex
COMMD7	417	inex
COMMD8	291	inex
COMMD9	923	inex
COMT	1167	inex
COMTD1	60	inex
COP1	3139	inex
COPA	872	inex
COPB1	921	inex
COPB2	1311	inex
COPE	884	inex
COPG1	349	inex
COPG2	259	inex
COPRS	124	inex
COPS2	2350	inex
COPS3	939	inex
COPS4	899	inex
COPS5	1434	inex
COPS6	1128	inex
COPS7A	833	inex
COPS7B	54	inex
COPS8	2686	inex
COPS9	2375	inex
COPZ1	1567	inex
COPZ2	618	inex
COQ10A	610	inex
COQ10B	554	inex
COQ2	485	inex
COQ3	322	inex
COQ4	46	inex
COQ5	303	inex
COQ6	687	inex
COQ7	541	inex
COQ8A	1497	inex
COQ8B	249	inex
COQ9	1154	inex
CORIN	735	inex
CORO1A	205	inex
CORO1B	589	inex
CORO1C	342	inex
CORO2A	2197	inex
CORO2B	3616	inex
CORO6	42	inex
COTL1	975	inex
CPA6	86	inex
CPAMD8	337	inex
CPB2	118	inex
CPD	791	inex
CPE	8481	inex
CPEB1	1851	inex
CPEB2	3056	inex
CPEB4	7818	inex
CPED1	423	inex
CPLANE1	2200	inex
CPLANE2	153	inex
CPLX1	96362	inex
CPLX2	2118	inex
CPLX3	17	inex
CPLX4	19	inex
CPM	273	inex
CPN1	18	inex
CPNE2	357	inex
CPNE3	600	inex
CPNE4	625	inex
CPNE6	4027	inex
CPNE7	224	inex
CPNE9	105	inex
CPOX	204	inex
CPPED1	32	inex
CPQ	386	inex
CPS1	116	inex
CPSF1	406	inex
CPSF2	610	inex
CPSF3	686	inex
CPSF4	139	inex
CPSF6	3415	inex
CPSF7	328	inex
CPT1A	1375	inex
CPT1B	3	inex
CPT1C	1592	inex
CPT2	579	inex
CPVL	973	inex
CPXM1	41	inex
CPXM2	89	inex
CPZ	67	inex
CR1	2717	inex
CRABP1	61	inex
CRABP2	302	inex
CRACD	4480	inex
CRACDL	244	inex
CRACR2A	40	inex
CRACR2B	179	inex
CRADD	527	inex
CRAMP1	527	inex
CRAT	165	inex
CRB1	391	inex
CRB2	102	inex
CRBN	1550	inex
CREB1	551	inex
CREB3	440	inex
CREB3L1	821	inex
CREB3L2	505	inex
CREB3L3	63	inex
CREB3L4	178	inex
CREB5	4597	inex
CREBL2	3861	inex
CREBRF	1006	inex
CREBZF	587	inex
CREG1	221	inex
CREG2	1637	inex
CRELD1	1150	inex
CRELD2	412	inex
CREM	269	inex
CRHR2	227	inex
CRIM1	1772	inex
CRIP1	382	inex
CRIP2	5840	inex
CRIPT	2285	inex
CRISPLD1	101	inex
CRISPLD2	71	inex
CRK	1256	inex
CRKL	503	inex
CRLF1	52	inex
CRLF2	92	inex
CRLF3	312	inex
CRLS1	513	inex
CRNKL1	365	inex
CROCC	25	inex
CROCC2	439	inex
CROT	1137	inex
CRPPA	710	inex
CRTAM	23	inex
CRTC1	1572	inex
CRTC2	24	inex
CRX	71	inex
CRY1	1254	inex
CRY2	310	inex
CRYAA	8	inex
CRYAB	36	inex
CRYBA2	14	inex
CRYBB2	7	inex
CRYBG1	88	inex
CRYBG2	41	inex
CRYBG3	497	inex
CRYGS	3	inex
CRYL1	500	inex
CRYM	41	inex
CRYZ	615	inex
CRYZL1	728	inex
CSDC2	532	inex
CSDE1	6848	inex
CSE1L	2748	inex
CSF1	754	inex
CSF1R	890	inex
CSF2RB	104	inex
CSF3R	28	inex
CSGALNACT1	82	inex
CSGALNACT2	423	inex
CSK	579	inex
CSKMT	77	inex
CSMD1	2661	inex
CSMD2	5539	inex
CSMD3	2287	inex
CSNK1A1	4505	inex
CSNK1D	2921	inex
CSNK1G1	511	inex
CSNK1G2	1229	inex
CSNK1G3	2240	inex
CSNK2A1	510	inex
CSNK2A2	1173	inex
CSNK2B	1961	inex
CSPG4	219	inex
CSPG5	264	inex
CSPP1	1156	inex
CSRNP1	691	inex
CSRNP2	2025	inex
CSRNP3	1481	inex
CSRP1	2240	inex
CSRP2	491	inex
CSRP3	38	inex
CSTF1	210	inex
CSTF2	415	inex
CSTF3	1169	inex
CTBP1	2641	inex
CTBP2	4038	inex
CTC1	758	inex
CTCF	560	inex
CTCFL	57	inex
CTDNEP1	66	inex
CTDP1	825	inex
CTDSP1	1118	inex
CTDSP2	1398	inex
CTDSPL	2514	inex
CTDSPL2	358	inex
CTF1	10	inex
CTH	1158	inex
CTHRC1	224	inex
CTIF	1081	inex
CTNNA1	1409	inex
CTNNA3	340	inex
CTNNAL1	203	inex
CTNNB1	2398	inex
CTNNBIP1	256	inex
CTNNBL1	597	inex
CTNND1	618	inex
CTNND2	11317	inex
CTNS	122	inex
CTPS1	332	inex
CTPS2	1607	inex
CTR9	460	inex
CTRC	78	inex
CTRL	67	inex
CTSA	88	inex
CTSB	4131	inex
CTSC	247	inex
CTSD	2044	inex
CTSE	10	inex
CTSF	766	inex
CTSH	249	inex
CTSK	63	inex
CTSL	1190	inex
CTSO	78	inex
CTSS	17	inex
CTSW	98	inex
CTTN	2549	inex
CTTNBP2	2814	inex
CTTNBP2NL	2403	inex
CTU1	71	inex
CTU2	190	inex
CTXN1	512	inex
CTXN2	234	inex
CTXN3	6	inex
CTXND1	197	inex
CUEDC1	527	inex
CUL1	3941	inex
CUL2	2182	inex
CUL3	1987	inex
CUL4B	1585	inex
CUL5	1722	inex
CUNH10orf143	182	inex
CUNH10orf53	141	inex
CUNH10orf67	126	inex
CUNH10orf82	130	inex
CUNH10orf88	447	inex
CUNH10orf90	588	inex
CUNH11orf1	52	inex
CUNH11orf16	31	inex
CUNH11orf24	241	inex
CUNH11orf42	2	inex
CUNH11orf49	2078	inex
CUNH11orf52	17	inex
CUNH11orf54	133	inex
CUNH11orf58	803	inex
CUNH11orf65	107	inex
CUNH11orf68	126	inex
CUNH11orf80	6	inex
CUNH11orf87	653	inex
CUNH11orf91	1	inex
CUNH11orf94	106	inex
CUNH11orf96	976	inex
CUNH11orf97	849	inex
CUNH11orf98	709	inex
CUNH12orf29	268	inex
CUNH12orf4	225	inex
CUNH12orf40	505	inex
CUNH12orf43	103	inex
CUNH12orf50	252	inex
CUNH12orf57	605	inex
CUNH12orf66	97	inex
CUNH12orf73	141	inex
CUNH12orf75	295	inex
CUNH14orf119	222	inex
CUNH14orf132	783	inex
CUNH14orf39	27	inex
CUNH14orf93	27	inex
CUNH15orf39	40	inex
CUNH15orf40	117	inex
CUNH15orf48	79	inex
CUNH15orf61	719	inex
CUNH15orf62	17	inex
CUNH16orf46	575	inex
CUNH16orf70	1173	inex
CUNH16orf72	340	inex
CUNH16orf74	117	inex
CUNH16orf78	12	inex
CUNH16orf86	1	inex
CUNH16orf87	1177	inex
CUNH16orf89	16	inex
CUNH16orf96	29	inex
CUNH17orf49	71	inex
CUNH17orf50	12	inex
CUNH17orf58	1	inex
CUNH17orf64	7	inex
CUNH17orf75	821	inex
CUNH17orf80	283	inex
CUNH17orf97	114	inex
CUNH17orf98	83	inex
CUNH18orf21	545	inex
CUNH18orf25	1021	inex
CUNH18orf32	1990	inex
CUNH18orf54	83	inex
CUNH18orf63	62	inex
CUNH19orf12	223	inex
CUNH19orf25	105	inex
CUNH19orf44	112	inex
CUNH19orf47	241	inex
CUNH19orf53	1290	inex
CUNH19orf54	184	inex
CUNH19orf67	233	inex
CUNH19orf71	52	inex
CUNH19orf81	177	inex
CUNH1orf100	493	inex
CUNH1orf112	2250	inex
CUNH1orf115	28	inex
CUNH1orf116	1022	inex
CUNH1orf131	3659	inex
CUNH1orf146	121	inex
CUNH1orf159	102	inex
CUNH1orf167	12	inex
CUNH1orf189	54	inex
CUNH1orf194	577	inex
CUNH1orf198	186	inex
CUNH1orf21	2380	inex
CUNH1orf210	3	inex
CUNH1orf216	540	inex
CUNH1orf232	7	inex
CUNH1orf35	132	inex
CUNH1orf43	52	inex
CUNH1orf50	254	inex
CUNH1orf52	166	inex
CUNH1orf56	16	inex
CUNH1orf74	117	inex
CUNH1orf87	64	inex
CUNH1orf94	45	inex
CUNH20orf202	82	inex
CUNH20orf27	529	inex
CUNH20orf85	20	inex
CUNH20orf96	180	inex
CUNH21orf58	28	inex
CUNH21orf91	232	inex
CUNH22orf23	279	inex
CUNH22orf39	140	inex
CUNH2orf42	63	inex
CUNH2orf49	170	inex
CUNH2orf50	17	inex
CUNH2orf68	378	inex
CUNH2orf69	111	inex
CUNH2orf72	248	inex
CUNH2orf73	5	inex
CUNH2orf76	242	inex
CUNH2orf78	1	inex
CUNH2orf81	136	inex
CUNH2orf88	126	inex
CUNH3orf14	227	inex
CUNH3orf18	709	inex
CUNH3orf20	44	inex
CUNH3orf33	295	inex
CUNH3orf38	100	inex
CUNH3orf52	1	inex
CUNH3orf62	56	inex
CUNH3orf70	565	inex
CUNH3orf80	75	inex
CUNH3orf84	30	inex
CUNH4orf17	84	inex
CUNH4orf19	110	inex
CUNH4orf33	71	inex
CUNH4orf45	35	inex
CUNH4orf47	161	inex
CUNH4orf48	1589	inex
CUNH4orf54	309	inex
CUNH5orf15	1750	inex
CUNH5orf22	279	inex
CUNH5orf24	1630	inex
CUNH5orf34	128	inex
CUNH5orf49	76	inex
CUNH5orf51	571	inex
CUNH5orf52	31	inex
CUNH5orf63	340	inex
CUNH6orf118	324	inex
CUNH6orf120	361	inex
CUNH6orf132	68	inex
CUNH6orf136	889	inex
CUNH6orf52	620	inex
CUNH6orf58	2	inex
CUNH6orf62	3053	inex
CUNH6orf89	901	inex
CUNH7orf25	348	inex
CUNH7orf26	204	inex
CUNH7orf50	602	inex
CUNH7orf57	836	inex
CUNH8orf34	4115	inex
CUNH8orf37	466	inex
CUNH8orf48	806	inex
CUNH8orf74	51	inex
CUNH8orf82	122	inex
CUNH8orf88	130	inex
CUNH8orf89	1061	inex
CUNH9orf116	15	inex
CUNH9orf135	2	inex
CUNH9orf152	14	inex
CUNH9orf24	115	inex
CUNH9orf40	330	inex
CUNH9orf43	31	inex
CUNH9orf64	87	inex
CUNH9orf78	1661	inex
CUNH9orf85	457	inex
CUNHXorf38	827	inex
CUNHXorf58	208	inex
CUTA	858	inex
CUTC	64	inex
CUX1	2532	inex
CUX2	341	inex
CWC15	617	inex
CWC22	525	inex
CWC25	1050	inex
CWC27	1304	inex
CWF19L1	295	inex
CWF19L2	1145	inex
CX3CL1	32	inex
CXADR	192	inex
CXCL12	31	inex
CXCL14	293	inex
CXCL16	32	inex
CXCR3	10	inex
CXCR4	57	inex
CXCR5	3	inex
CXCR6	52	inex
CXXC1	420	inex
CXXC4	386	inex
CXXC5	3792	inex
CYFIP1	628	inex
CYFIP2	5720	inex
CYGB	1000	inex
CYLD	361	inex
CYREN	93	inex
CYRIA	3972	inex
CYRIB	1295	inex
CYS1	5	inex
CYSLTR1	81	inex
CYSTM1	6671	inex
CYTH1	1134	inex
CYTH2	723	inex
CYTH3	504	inex
CYTH4	3	inex
CZIB	516	inex
D2HGDH	62	inex
DAAM1	3179	inex
DAAM2	3564	inex
DAB1	5619	inex
DAB2	465	inex
DACH1	2608	inex
DACH2	713	inex
DACT1	196	inex
DACT2	85	inex
DACT3	98	inex
DAD1	1969	inex
DAG1	1297	inex
DAGLA	3237	inex
DAGLB	125	inex
DALRD3	161	inex
DAO	106	inex
DAP3	424	inex
DAPK1	3047	inex
DAPK2	51	inex
DAPK3	345	inex
DAPL1	612	inex
DAPP1	1202	inex
DARS1	1255	inex
DARS2	822	inex
DAW1	240	inex
DAXX	10	inex
DAZAP1	1497	inex
DAZAP2	2336	inex
DAZL	8	inex
DBF4	120	inex
DBH	3	inex
DBI	5837	inex
DBN1	2941	inex
DBNDD1	224	inex
DBNDD2	3542	inex
DBNL	5782	inex
DBR1	245	inex
DBT	491	inex
DBX1	18	inex
DCAF1	639	inex
DCAF10	1749	inex
DCAF11	189	inex
DCAF12	254	inex
DCAF13	104	inex
DCAF15	746	inex
DCAF17	203	inex
DCAF4	73	inex
DCAF5	1334	inex
DCAF6	1276	inex
DCAF7	686	inex
DCAF8	441	inex
DCAKD	218	inex
DCBLD1	570	inex
DCBLD2	181	inex
DCC	1725	inex
DCDC1	362	inex
DCDC2	693	inex
DCDC2B	131	inex
DCDC2C	22	inex
DCHS1	33	inex
DCHS2	210	inex
DCK	108	inex
DCLK1	6394	inex
DCLK2	2125	inex
DCLK3	232	inex
DCLRE1A	689	inex
DCLRE1B	16	inex
DCLRE1C	62	inex
DCP1A	391	inex
DCP1B	124	inex
DCP2	1333	inex
DCPS	430	inex
DCST1	22	inex
DCST2	63	inex
DCT	15	inex
DCTD	222	inex
DCTN1	2805	inex
DCTN2	2825	inex
DCTN3	4757	inex
DCTN4	2139	inex
DCTN5	10	inex
DCTN6	3096	inex
DCTPP1	63	inex
DCUN1D1	583	inex
DCUN1D3	215	inex
DCUN1D4	4634	inex
DCUN1D5	1687	inex
DCX	1695	inex
DCXR	97	inex
DDA1	1058	inex
DDAH1	4595	inex
DDAH2	614	inex
DDB1	1145	inex
DDB2	101	inex
DDC	1714	inex
DDHD1	1046	inex
DDHD2	1412	inex
DDI2	173	inex
DDIAS	105	inex
DDIT3	765	inex
DDIT4	648	inex
DDIT4L	140	inex
DDN	13	inex
DDO	294	inex
DDOST	744	inex
DDR1	664	inex
DDR2	165	inex
DDRGK1	800	inex
DDT	1224	inex
DDX1	2845	inex
DDX10	844	inex
DDX11	67	inex
DDX17	2222	inex
DDX18	522	inex
DDX20	331	inex
DDX23	519	inex
DDX24	988	inex
DDX25	72	inex
DDX27	195	inex
DDX28	180	inex
DDX31	128	inex
DDX39A	138	inex
DDX39B	456	inex
DDX3X	3996	inex
DDX4	55	inex
DDX41	1250	inex
DDX42	1195	inex
DDX43	23	inex
DDX46	3392	inex
DDX47	324	inex
DDX49	119	inex
DDX5	4723	inex
DDX51	238	inex
DDX52	265	inex
DDX54	90	inex
DDX55	129	inex
DDX56	570	inex
DDX58	281	inex
DDX59	418	inex
DDX6	968	inex
DEAF1	162	inex
DECR1	367	inex
DECR2	28	inex
DEDD	968	inex
DEDD2	2117	inex
DEF6	109	inex
DEF8	445	inex
DEGS1	2023	inex
DEGS2	513	inex
DEK	1326	inex
DELE1	913	inex
DENND10	559	inex
DENND11	764	inex
DENND1A	899	inex
DENND1B	2276	inex
DENND2A	661	inex
DENND2B	871	inex
DENND2C	237	inex
DENND2D	205	inex
DENND3	144	inex
DENND4A	977	inex
DENND4B	56	inex
DENND4C	1104	inex
DENND5A	3052	inex
DENND5B	4710	inex
DENND6A	1044	inex
DENND6B	60	inex
DENR	2637	inex
DEPDC1	4	inex
DEPDC1B	6	inex
DEPDC5	346	inex
DEPDC7	21	inex
DEPTOR	405	inex
DERA	521	inex
DERL1	604	inex
DES	3	inex
DESI1	711	inex
DESI2	255	inex
DET1	494	inex
DEUP1	1089	inex
DFFA	50	inex
DFFB	75	inex
DGAT1	251	inex
DGCR2	306	inex
DGCR8	201	inex
DGKA	2346	inex
DGKD	1825	inex
DGKE	502	inex
DGKH	602	inex
DGKI	1690	inex
DGKK	511	inex
DGKQ	2448	inex
DGKZ	952	inex
DGLUCY	162	inex
DGUOK	88	inex
DHCR24	1358	inex
DHDDS	219	inex
DHDH	69	inex
DHFR	689	inex
DHH	39	inex
DHODH	162	inex
DHPS	854	inex
DHRS1	684	inex
DHRS11	218	inex
DHRS13	9	inex
DHRS3	99	inex
DHRS7	330	inex
DHRS7B	164	inex
DHRS7C	16	inex
DHRS9	1	inex
DHTKD1	325	inex
DHX15	1076	inex
DHX16	178	inex
DHX29	1056	inex
DHX30	419	inex
DHX33	338	inex
DHX34	212	inex
DHX35	1356	inex
DHX36	1800	inex
DHX37	85	inex
DHX38	309	inex
DHX40	58	inex
DHX57	738	inex
DHX58	194	inex
DHX8	1204	inex
DHX9	1331	inex
DIABLO	299	inex
DIAPH1	380	inex
DIAPH2	2346	inex
DIAPH3	258	inex
DICER1	1864	inex
DIDO1	1202	inex
DIMT1	886	inex
DIO1	137	inex
DIO2	14	inex
DIO3	64	inex
DIP2B	4512	inex
DIP2C	6150	inex
DIPK1A	957	inex
DIPK1B	195	inex
DIPK1C	80	inex
DIPK2A	809	inex
DIPK2B	188	inex
DIRAS1	12	inex
DIRAS2	13613	inex
DIRAS3	1151	inex
DIS3	199	inex
DIS3L	285	inex
DIS3L2	540	inex
DISC1	1004	inex
DISP1	1352	inex
DISP2	331	inex
DISP3	483	inex
DIXDC1	341	inex
DKC1	396	inex
DKK1	30	inex
DKK2	111	inex
DKK3	5608	inex
DLAT	1264	inex
DLC1	2640	inex
DLD	423	inex
DLEC1	147	inex
DLG1	142	inex
DLG3	839	inex
DLG4	920	inex
DLG5	1304	inex
DLGAP2	4177	inex
DLGAP3	260	inex
DLGAP4	4593	inex
DLGAP5	66	inex
DLK2	312	inex
DLL1	208	inex
DLL3	77	inex
DLL4	112	inex
DLST	933	inex
DLX1	8	inex
DLX3	6	inex
DLX4	1	inex
DLX5	8	inex
DLX6	2	inex
DMAC1	750	inex
DMAC2	91	inex
DMAC2L	447	inex
DMAP1	491	inex
DMBX1	1	inex
DMC1	47	inex
DMD	7681	inex
DMGDH	171	inex
DMP1	13	inex
DMPK	129	inex
DMRT1	54	inex
DMRT2	7	inex
DMRT3	182	inex
DMRTA1	77	inex
DMRTB1	3	inex
DMRTC2	10	inex
DMTF1	390	inex
DMTN	1486	inex
DMWD	71	inex
DMXL1	3244	inex
DMXL2	6975	inex
DNA2	184	inex
DNAAF1	115	inex
DNAAF10	287	inex
DNAAF11	299	inex
DNAAF2	502	inex
DNAAF3	151	inex
DNAAF4	381	inex
DNAAF5	163	inex
DNAAF6	79	inex
DNAAF8	119	inex
DNAAF9	873	inex
DNAH1	746	inex
DNAH10	254	inex
DNAH11	617	inex
DNAH12	627	inex
DNAH14	457	inex
DNAH17	243	inex
DNAH2	147	inex
DNAH3	26	inex
DNAH5	396	inex
DNAH7	204	inex
DNAH8	87	inex
DNAH9	466	inex
DNAI1	370	inex
DNAI2	58	inex
DNAI3	105	inex
DNAI4	109	inex
DNAJA1	3906	inex
DNAJA2	3234	inex
DNAJA3	332	inex
DNAJA4	991	inex
DNAJB1	1591	inex
DNAJB11	437	inex
DNAJB12	686	inex
DNAJB13	7	inex
DNAJB14	3113	inex
DNAJB2	991	inex
DNAJB4	1348	inex
DNAJB5	41	inex
DNAJB6	10419	inex
DNAJB9	589	inex
DNAJC1	1162	inex
DNAJC10	627	inex
DNAJC11	175	inex
DNAJC12	1309	inex
DNAJC13	1403	inex
DNAJC14	175	inex
DNAJC15	1086	inex
DNAJC16	202	inex
DNAJC17	394	inex
DNAJC18	1635	inex
DNAJC19	215	inex
DNAJC2	362	inex
DNAJC21	505	inex
DNAJC22	20	inex
DNAJC24	1283	inex
DNAJC25	202	inex
DNAJC27	768	inex
DNAJC28	421	inex
DNAJC3	107	inex
DNAJC30	76	inex
DNAJC4	48	inex
DNAJC5	1115	inex
DNAJC5B	16	inex
DNAJC5G	90	inex
DNAJC6	2648	inex
DNAJC7	6583	inex
DNAJC8	1024	inex
DNAJC9	653	inex
DNAL1	962	inex
DNAL4	97	inex
DNALI1	15	inex
DNASE2	247	inex
DND1	25	inex
DNHD1	250	inex
DNLZ	63	inex
DNM1	16066	inex
DNM1L	2708	inex
DNM2	3634	inex
DNMT1	393	inex
DNMT3A	2241	inex
DNMT3B	43	inex
DNMT3L	9	inex
DNTT	97	inex
DNTTIP1	583	inex
DNTTIP2	3712	inex
DOC2A	1138	inex
DOCK1	2086	inex
DOCK10	2150	inex
DOCK11	1018	inex
DOCK2	963	inex
DOCK3	5272	inex
DOCK5	1843	inex
DOCK6	1338	inex
DOCK7	1552	inex
DOCK8	142	inex
DOCK9	3629	inex
DOHH	128	inex
DOK3	70	inex
DOK4	99	inex
DOK5	40	inex
DOK6	2392	inex
DOK7	148	inex
DOLK	99	inex
DOLPP1	209	inex
DONSON	92	inex
DOP1A	1376	inex
DOP1B	797	inex
DOT1L	2467	inex
DPAGT1	582	inex
DPCD	763	inex
DPEP1	103	inex
DPF1	9	inex
DPF2	199	inex
DPF3	2575	inex
DPH1	208	inex
DPH2	212	inex
DPH3	842	inex
DPH5	750	inex
DPH6	875	inex
DPH7	129	inex
DPM1	1161	inex
DPM2	352	inex
DPM3	175	inex
DPP10	5340	inex
DPP3	346	inex
DPP4	144	inex
DPP6	23001	inex
DPP7	143	inex
DPP8	861	inex
DPP9	292	inex
DPY19L1	1463	inex
DPY19L3	331	inex
DPY19L4	706	inex
DPY30	2103	inex
DPYD	1379	inex
DPYS	53	inex
DPYSL2	15577	inex
DPYSL3	5125	inex
DPYSL4	985	inex
DPYSL5	1945	inex
DQX1	68	inex
DR1	546	inex
DRAM1	107	inex
DRAM2	314	inex
DRAP1	210	inex
DRAXIN	19	inex
DRC1	11	inex
DRC3	69	inex
